"Name","Dragon.Year","Sex","Time.in.pop","AgeClass","ActiveFungus","InfectedDensity.Annual","Name2"
"Raven",2019,"Female",1119,"Adult",0,6.71096544321517e-05,"Raven"
"Reese",2019,"Male",178.774193548387,"Juvenile",0,2.39865223485474e-05,"Reese"
"Reptincel",2019,"Female",45,"Juvenile",0,0.000251610419033426,"Reptincel"
"Rosabel",2019,"Female",649.264150943396,"Juvenile",0,0.000200552493167153,"Rosabel"
"Rouge",2019,"Male",366.153846153846,"Juvenile",0,2.76735520722637e-05,"Rouge"
"Salshot",2019,"Female",1621.15,"Juvenile",0,8.3304963220561e-05,"Salshot"
"Sammy",2019,"Male",47.2608695652174,"Juvenile",0,0.000295926216070902,"Sammy"
"Sansa",2019,"Female",2456,"Juvenile",0,3.26200609246056e-05,"Sansa"
"Sardine",2019,"Female",885.736111111111,"Juvenile",0,0.000101867388254022,"Sardine"
"Saturn",2019,"Female",1777.18965517241,"Juvenile",0,8.9904657830062e-05,"Saturn"
"Scoobydoo",2019,"Male",1029.65625,"Juvenile",0,7.50419569376548e-05,"Scoobydoo"
"Seal",2019,"Female",701.685714285714,"Juvenile",0,0.000231029820735796,"Seal"
"Selena",2019,"Female",488.724137931034,"Adult",0,8.32228688284395e-06,"Selena"
"Seti",2019,"Male",241.5,"Juvenile",0,2.6167965608988e-05,"Seti"
"Shelton",2019,"Male",397,"Juvenile",0,2.76998968282691e-05,"Shelton"
"Shirley",2019,"Female",1689.78571428571,"Juvenile",0,3.2519955035244e-05,"Shirley"
"Sneezy",2019,"Male",843.375,"Juvenile",0,0.00020618204776604,"Sneezy"
"Snow",2019,"Male",497.909090909091,"Juvenile",1,0.000220480654213871,"Snow"
"Solstice",2019,"Female",540.542857142857,"Juvenile",0,2.55796790569007e-05,"Solstice"
"Spectro",2019,"Male",47,"Juvenile",0,1.48545972943485e-05,"Spectro"
"Spy",2019,"Male",1148.73333333333,"Adult",1,8.20544163159361e-05,"Spy"
"Squirtle",2019,"Male",958.977272727273,"Juvenile",0,0.000105540420316909,"Squirtle"
"Stacey",2019,"Female",234.166666666667,"Juvenile",0,5.92457905099907e-05,"Stacey"
"Stitch",2019,"Female",688.125,"Juvenile",0,8.72641422234185e-05,"Stitch"
"Strawberry",2019,"Female",1367.33333333333,"Juvenile",0,9.10597579987693e-05,"Strawberry"
"Subway",2019,"Male",6,"Juvenile",0,2.3123141134835e-05,"Subway"
"Sunbird",2019,"Female",2028.19298245614,"Juvenile",0,0.000164680052132244,"Sunbird"
"Sunflower",2019,"Female",697.190476190476,"Juvenile",0,0.000207955900889727,"Sunflower"
"Supergirl",2019,"Female",522.246153846154,"Juvenile",1,0.00025976057167706,"Supergirl"
"Sweet",2019,"Male",45.75,"Adult",0,6.62013747679091e-05,"Sweet"
"Sylvester",2019,"Male",995.780487804878,"Juvenile",0,5.70046661989545e-05,"Sylvester"
"Tear",2019,"Female",874.705882352941,"Adult",0,0.000118338607098343,"Tear"
"Thorette",2019,"Female",164.225806451613,"Juvenile",0,9.97358904395934e-05,"Thorette"
"Tiger",2019,"Male",848,"Juvenile",0,0.000144814526511398,"Tiger"
"Toddy",2019,"Male",403,"Juvenile",0,9.43529713841897e-05,"Toddy"
"Tonina",2019,"Female",1249.83333333333,"Juvenile",0,7.68536462150008e-05,"Tonina"
"Toothless",2019,"Male",569.65625,"Juvenile",1,0.000167427771335815,"Toothless"
"Tulip",2019,"Female",2494.54054054054,"Juvenile",0,6.44862156261279e-05,"Tulip"
"Twistie",2019,"Female",2107.34090909091,"Juvenile",0,3.72062051725725e-05,"Twistie"
"Tyler",2019,"Male",1736.57446808511,"Adult",1,9.18844077990162e-05,"Tyler"
"Uhura",2019,"Female",544.541176470588,"Juvenile",0,5.48866794693658e-05,"Uhura"
"Umbrella",2019,"Male",818.782608695652,"Adult",0,4.85734484982563e-05,"Umbrella"
"Universe",2019,"Female",873.454545454545,"Adult",0,4.30837080714338e-05,"Universe"
"Vince",2019,"Male",156.43137254902,"Juvenile",0,9.99447684721558e-05,"Vince"
"Vision",2019,"Male",233.88,"Juvenile",0,5.47931443084826e-05,"Vision"
"Volt",2019,"Male",627.269230769231,"Adult",0,0.000220882869026393,"Volt"
"Volt",2019,"Male",379.916666666667,"Juvenile",0,0.000115204125398512,"Volt"
"Waller",2019,"Male",31.8,"Juvenile",0,4.21610771182077e-05,"Waller"
"Walnut",2019,"Male",860.760869565217,"Juvenile",0,0.000169772615481594,"Walnut"
"Waterbear",2019,"Female",600.339285714286,"Juvenile",0,9.52927142849646e-05,"Waterbear"
"Wednesday",2019,"Female",665.296296296296,"Juvenile",0,4.84328272150438e-05,"Wednesday"
"Wendy",2019,"Female",949.156626506024,"Juvenile",0,3.36046832939688e-05,"Wendy"
"Wings",2019,"Female",228.6,"Juvenile",0,2.29482497927292e-06,"Wings"
"Woombat",2019,"Female",1607.46835443038,"Juvenile",0,0.00029021951955233,"Woombat"
"Worm",2019,"Female",30.8571428571429,"Juvenile",0,3.45000228404369e-05,"Worm"
"Wrinkles",2019,"Male",23.6666666666667,"Adult",1,6.79566296950012e-05,"Wrinkles"
"Wynn",2019,"Female",19.1818181818182,"Juvenile",0,3.65167489434276e-05,"Wynn"
"Yamaha",2019,"Male",24.625,"Juvenile",0,5.68517159758807e-05,"Yamaha"
"Yanny",2019,"Female",608.75,"Juvenile",0,0.000104026814712279,"Yanny"
"Yoshi",2019,"Male",543.04,"Adult",0,0.000167994187711157,"Yoshi"
"Zachary",2019,"Male",553.222222222222,"Juvenile",0,0.000168514750319013,"Zachary"
"Zedd",2019,"Female",203.936170212766,"Juvenile",0,6.38159826369669e-05,"Zedd"
"Zod",2019,"Male",58.9090909090909,"Juvenile",0,2.17639851256669e-05,"Zod"
"Zoom",2019,"Male",674.285714285714,"Adult",0,8.38929018503121e-05,"Zoom"
"Zulu",2019,"Female",82.7,"Juvenile",0,3.49195098373715e-05,"Zulu"
"Abu",2020,"Female",375,"Adult",1,4.79376401841094e-05,"Abu"
"Abu",2020,"Female",150.125,"Juvenile",0,7.05789528384894e-05,"Abu"
"Abuela",2020,"Female",2005.28571428571,"Adult",0,0.000325774888332426,"Abuela"
"Abuela",2020,"Female",2064.66666666667,"Adult",1,0.000330816571194278,"Abuela"
"Abuela",2020,"Female",1781,"Juvenile",0,0.000278735357098422,"Abuela"
"Agnes",2020,"Female",2124.4,"Adult",0,0.0002632248015399,"Agnes"
"Agnes",2020,"Female",2160,"Adult",1,0.000318768186167201,"Agnes"
"Agnes",2020,"Female",1908.5,"Juvenile",0,0.000194226761669637,"Agnes"
"Albus",2020,"Male",1217.23076923077,"Adult",0,0.000292459603803189,"Albus"
"Aliona",2020,"Female",2198.0625,"Adult",1,4.90705863868532e-05,"Aliona"
"Aliona",2020,"Female",1918.125,"Juvenile",0,3.09942287591403e-05,"Aliona"
"Alisha",2020,"Female",741.3,"Adult",0,2.85035750709725e-05,"Alisha"
"Alisha",2020,"Female",441,"Juvenile",0,4.3351068583648e-05,"Alisha"
"Aloha",2020,"Female",1180,"Adult",0,5.3578743910494e-05,"Aloha"
"Aloha",2020,"Female",858.5,"Juvenile",0,3.52516594568149e-05,"Aloha"
"Alvy",2020,"Male",1016.52941176471,"Adult",0,0.000142150457331298,"Alvy"
"Alvy",2020,"Male",753.428571428571,"Juvenile",0,0.00014863589093036,"Alvy"
"Anakin",2020,"Male",1010.375,"Adult",0,0.000285097941219818,"Anakin"
"Anakin",2020,"Male",729.176470588235,"Juvenile",0,0.000254152971017022,"Anakin"
"Aragon",2020,"Male",28.5555555555556,"Juvenile",0,7.15051052036743e-05,"Aragon"
"Ariel",2020,"Female",1014.41935483871,"Adult",0,4.84686328015178e-05,"Ariel"
"Ariel",2020,"Female",741.105263157895,"Juvenile",0,9.84446353992923e-06,"Ariel"
"Arrow",2020,"Male",1113.35294117647,"Adult",0,0.000218479671575574,"Arrow"
"Arrow",2020,"Male",846.35,"Juvenile",0,0.000254493753922164,"Arrow"
"Asteroid",2020,"Male",320.75,"Adult",0,2.85450237704023e-05,"Asteroid"
"Azure",2020,"Female",934.25,"Adult",0,6.41044933591328e-05,"Azure"
"Azure",2020,"Female",996,"Adult",1,5.58939891430983e-05,"Azure"
"Azure",2020,"Female",710.454545454545,"Juvenile",0,0.000100774268428865,"Azure"
"BadDog",2020,"Male",1042.61290322581,"Adult",1,0.00032893522886328,"BadDog"
"BadDog",2020,"Male",772.772727272727,"Juvenile",0,0.000242998231606913,"BadDog"
"Barret",2020,"Male",1321.2,"Adult",0,5.03762693177256e-05,"Barret"
"Barret",2020,"Male",1048,"Juvenile",0,8.56875258979743e-05,"Barret"
"Basil",2020,"Female",1323.625,"Adult",0,7.26502245196748e-05,"Basil"
"Basil",2020,"Female",1054.875,"Juvenile",0,3.15057481644645e-05,"Basil"
"Batholomew",2020,"Male",1000.5,"Adult",1,3.30741586814565e-05,"Batholomew"
"Batsy",2020,"Male",608.227272727273,"Adult",1,0.000149440947827661,"Batsy"
"Batsy",2020,"Male",351,"Juvenile",0,4.32355962124536e-05,"Batsy"
"Bec",2020,"Female",2712.5,"Adult",0,5.67012948140486e-05,"Bec"
"Beetroot",2020,"Female",1453.25,"Adult",0,7.01299475545838e-05,"Beetroot"
"Beetroot",2020,"Female",1161.19230769231,"Juvenile",0,0.000101876040797196,"Beetroot"
"Bev",2020,"Female",2154.6,"Adult",0,4.13589870006753e-05,"Bev"
"Bev",2020,"Female",2198.42857142857,"Adult",1,2.37204983395391e-05,"Bev"
"Bev",2020,"Female",1918.61538461538,"Juvenile",0,6.56873053864773e-05,"Bev"
"Birdman",2020,"Male",732.1,"Adult",0,6.96829925140083e-05,"Birdman"
"Birdman",2020,"Male",454,"Juvenile",0,2.71827875008802e-05,"Birdman"
"Bojack",2020,"Male",14,"Adult",0,3.71572229925047e-05,"Bojack"
"Boursin",2020,"Female",64.7857142857143,"Adult",1,3.64778683309488e-05,"Boursin"
"Boursin",2020,"Female",7,"Juvenile",0,3.83394973039723e-05,"Boursin"
"Boursin",2020,"Female",35,"Juvenile",1,3.9172572726111e-05,"Boursin"
"Bruixa",2020,"Female",1336.94594594595,"Adult",0,6.49949960719271e-05,"Bruixa"
"Bruixa",2020,"Female",1063.6,"Juvenile",0,6.79110220236012e-05,"Bruixa"
"Bulma",2020,"Female",1515.69230769231,"Adult",0,0.000188408162359502,"Bulma"
"Bulma",2020,"Female",1256.09090909091,"Juvenile",0,0.000229488155569782,"Bulma"
"Buttery",2020,"Female",356.1,"Adult",0,0.000266310631983702,"Buttery"
"Buttery",2020,"Female",414.666666666667,"Adult",1,0.000270208421956651,"Buttery"
"Buttery",2020,"Female",136,"Juvenile",0,0.000185189860065961,"Buttery"
"Buttons",2020,"Female",1090.7619047619,"Adult",0,0.000373661507115133,"Buttons"
"Buttons",2020,"Female",828.888888888889,"Juvenile",0,0.000128769626422861,"Buttons"
"Cactus",2020,"Male",1345.33333333333,"Adult",0,6.82511033412301e-05,"Cactus"
"Cactus",2020,"Male",1077.14285714286,"Juvenile",0,3.01224239749009e-05,"Cactus"
"Cake",2020,"Female",1390.5,"Adult",0,5.95652962002437e-05,"Cake"
"Callie",2020,"Female",1115.94444444444,"Adult",0,0.00034628597511328,"Callie"
"Callie",2020,"Female",847.238095238095,"Juvenile",0,0.000253831643942985,"Callie"
"Caribou",2020,"Male",50,"Juvenile",0,9.37837665820295e-05,"Caribou"
"Chaak",2020,"Male",540,"Adult",0,4.20257977201097e-05,"Chaak"
"Chaak",2020,"Male",315.05,"Juvenile",0,6.43240904755192e-06,"Chaak"
"Chameleon",2020,"Male",1017.8125,"Adult",0,5.97838740619851e-05,"Chameleon"
"Chameleon",2020,"Male",746.428571428571,"Juvenile",0,5.31648931388299e-05,"Chameleon"
"Chamy",2020,"Male",35.1052631578947,"Adult",0,3.55160995252789e-05,"Chamy"
"Chamy",2020,"Male",2,"Juvenile",0,4.89184776845251e-05,"Chamy"
"Cheerios",2020,"Male",50.3636363636364,"Juvenile",0,3.77148844331099e-05,"Cheerios"
"Cheesecake",2020,"Female",835.333333333333,"Adult",0,5.29080601302274e-05,"Cheesecake"
"Chenille",2020,"Male",1124.19230769231,"Adult",0,5.25285376088486e-05,"Chenille"
"Chenille",2020,"Male",857.75,"Juvenile",0,4.83954050277502e-05,"Chenille"
"Cheyenne",2020,"Female",1016.48484848485,"Adult",0,0.000227198425677691,"Cheyenne"
"Cheyenne",2020,"Female",753,"Juvenile",0,0.000118704287855037,"Cheyenne"
"Chihiro",2020,"Female",1464.12121212121,"Adult",0,0.000191713033974576,"Chihiro"
"Chihiro",2020,"Female",1198.71428571429,"Juvenile",0,0.000166360909321281,"Chihiro"
"Chocolate",2020,"Male",1416.33333333333,"Adult",0,3.40334913198342e-05,"Chocolate"
"Chocolate",2020,"Male",1471.09090909091,"Adult",1,4.81832834006939e-05,"Chocolate"
"Chocolate",2020,"Male",1191.7,"Juvenile",0,4.1295569989508e-05,"Chocolate"
"Chocolatine",2020,"Male",601.25,"Adult",0,2.44252499785666e-05,"Chocolatine"
"Chocolatine",2020,"Male",363.631578947368,"Juvenile",0,4.36531613129586e-05,"Chocolatine"
"Choupi",2020,"Male",341,"Adult",0,6.18093436221183e-05,"Choupi"
"Choupi",2020,"Male",125.75,"Juvenile",0,8.16132179607367e-05,"Choupi"
"Christmas",2020,"Female",650.45,"Adult",1,6.13771031771858e-05,"Christmas"
"Christmas",2020,"Female",384.153846153846,"Juvenile",0,3.50264854026444e-05,"Christmas"
"Coati",2020,"Male",264.5,"Adult",1,0.000351685143914694,"Coati"
"Coati",2020,"Male",15.3333333333333,"Juvenile",0,0.000143480393507344,"Coati"
"Coati",2020,"Male",228.142857142857,"Juvenile",1,0.000366734567132174,"Coati"
"CocoPops",2020,"Male",64.0952380952381,"Juvenile",0,0.000255830464975683,"CocoPops"
"Constellation",2020,"Female",767.166666666667,"Adult",0,0.000100016129774979,"Constellation"
"Copepod",2020,"Female",1314.69444444444,"Adult",0,1.04924674134104e-05,"Copepod"
"Copepod",2020,"Female",1045.26666666667,"Juvenile",0,2.79869348061794e-05,"Copepod"
"Coralie",2020,"Female",1343.7,"Adult",1,0.000268483341372831,"Coralie"
"Coralie",2020,"Female",1073.8,"Juvenile",1,0.00023047251829998,"Coralie"
"Cozmo",2020,"Male",1321.73913043478,"Adult",1,0.000192539075281802,"Cozmo"
"Cozmo",2020,"Male",1058,"Juvenile",1,0.000203666208426964,"Cozmo"
"Crab",2020,"Female",948.555555555556,"Adult",0,9.3440546437913e-06,"Crab"
"Crab",2020,"Female",658.916666666667,"Juvenile",0,1.85693817502597e-05,"Crab"
"Craggy",2020,"Female",1307.94736842105,"Adult",0,5.28441783679764e-05,"Craggy"
"Craggy",2020,"Female",1047.85,"Juvenile",0,8.06483453031021e-05,"Craggy"
"Crampton",2020,"Male",71.3333333333333,"Adult",1,4.22976073755672e-05,"Crampton"
"Crampton",2020,"Male",35.2222222222222,"Juvenile",1,6.61047751409492e-05,"Crampton"
"Crayola",2020,"Female",2916.15384615385,"Adult",0,3.98819395199292e-05,"Crayola"
"Crayola",2020,"Female",2621.0625,"Juvenile",0,4.010843392362e-05,"Crayola"
"Crochet",2020,"Female",540.333333333333,"Adult",0,0.00011608665865914,"Crochet"
"Croissant",2020,"Female",620.352941176471,"Adult",0,5.50550725049623e-05,"Croissant"
"Croissant",2020,"Female",359,"Juvenile",0,5.69429720817955e-05,"Croissant"
"Crumpets",2020,"Male",1070.28571428571,"Adult",0,0.000227712441011797,"Crumpets"
"Crumpets",2020,"Male",1133.57142857143,"Adult",1,0.000130183437703546,"Crumpets"
"Crumpets",2020,"Male",842.35,"Juvenile",0,0.000103094445759896,"Crumpets"
"Crystal",2020,"Female",1144.44,"Adult",0,4.05809982830133e-05,"Crystal"
"Crystal",2020,"Female",859.071428571429,"Juvenile",0,7.71842731414311e-05,"Crystal"
"Custard",2020,"Female",1008.85714285714,"Adult",0,5.60431043539543e-05,"Custard"
"Custard",2020,"Female",1071.29411764706,"Adult",1,4.56450109103489e-05,"Custard"
"Custard",2020,"Female",780.235294117647,"Juvenile",0,3.31272954216546e-05,"Custard"
"Dalinda",2020,"Female",30.25,"Adult",1,0.000209662955443979,"Dalinda"
"Dan",2020,"Male",2969.41860465116,"Adult",1,0.000430988456387118,"Dan"
"Dan",2020,"Male",2707.2,"Juvenile",1,0.000329859793997689,"Dan"
"Deacon",2020,"Male",1067.04761904762,"Adult",0,0.000271820299243164,"Deacon"
"Deacon",2020,"Male",794.454545454545,"Juvenile",0,0.00028898928630811,"Deacon"
"Deathlock",2020,"Male",383,"Adult",1,1.80227526178012e-05,"Deathlock"
"Deathlock",2020,"Male",73,"Juvenile",1,8.18889328869662e-05,"Deathlock"
"Delilah",2020,"Female",2953.5,"Adult",0,0.000154983431001858,"Delilah"
"Delilah",2020,"Female",2691.66666666667,"Juvenile",0,7.44867124968312e-05,"Delilah"
"Desmond",2020,"Female",1031.84210526316,"Adult",1,7.2295924936189e-05,"Desmond"
"Desmond",2020,"Female",748.083333333333,"Juvenile",0,0.000100721493843479,"Desmond"
"Dino",2020,"Male",680,"Juvenile",0,0.000232384767837045,"Dino"
"Dinoso",2020,"Male",670.5,"Adult",1,0.000211459893121532,"Dinoso"
"Dinoso",2020,"Male",375.777777777778,"Juvenile",0,0.000150745827831063,"Dinoso"
"Dodie",2020,"Female",1109.16666666667,"Adult",0,6.61511187965943e-05,"Dodie"
"Dodie",2020,"Female",1172.875,"Adult",1,6.52211247038319e-05,"Dodie"
"Dodie",2020,"Female",884.545454545455,"Juvenile",0,2.88924890465864e-05,"Dodie"
"Dolenta",2020,"Female",1842.33333333333,"Adult",0,6.20740504689717e-05,"Dolenta"
"Dolenta",2020,"Female",1581.5,"Juvenile",0,4.12190487903993e-05,"Dolenta"
"Doreen",2020,"Female",1004.14285714286,"Adult",0,4.16899939671042e-05,"Doreen"
"Doreen",2020,"Female",729.157894736842,"Juvenile",0,9.44443616266917e-05,"Doreen"
"Draco",2020,"Male",982.75,"Adult",1,5.11038768034163e-05,"Draco"
"Draco",2020,"Male",690.666666666667,"Juvenile",0,3.914336447838e-05,"Draco"
"Drogo",2020,"Male",3460.66666666667,"Adult",1,7.11247494048488e-05,"Drogo"
"Drogo",2020,"Male",3247,"Juvenile",1,3.22227219796972e-05,"Drogo"
"Dune",2020,"Female",1703.66666666667,"Adult",0,7.19589946761567e-05,"Dune"
"Dune",2020,"Female",1426.29166666667,"Juvenile",0,6.73676509216059e-05,"Dune"
"Dylan",2020,"Male",1328.08108108108,"Adult",0,0.000163544133337669,"Dylan"
"Dylan",2020,"Male",1058.63636363636,"Juvenile",0,0.000154466060434115,"Dylan"
"Eclipse",2020,"Female",962.2,"Adult",0,4.55202969889022e-05,"Eclipse"
"Eclipse",2020,"Female",699.285714285714,"Juvenile",0,6.09298975781014e-05,"Eclipse"
"Eliana",2020,"Female",641.526315789474,"Adult",0,4.83795369942796e-05,"Eliana"
"Eliana",2020,"Female",382,"Juvenile",0,8.40936348403105e-05,"Eliana"
"Ellen",2020,"Female",2135.28571428571,"Adult",0,3.60295947267941e-05,"Ellen"
"Ellen",2020,"Female",1909.38461538462,"Juvenile",0,7.15633213395959e-05,"Ellen"
"Elliol",2020,"Male",382,"Adult",0,0.000160200597131215,"Elliol"
"Elliol",2020,"Male",449.117647058824,"Adult",1,0.000352588303932199,"Elliol"
"Elliol",2020,"Male",150.666666666667,"Juvenile",0,9.3584794632023e-05,"Elliol"
"Elowen",2020,"Female",2095.5,"Adult",1,0.000139554520823819,"Elowen"
"Elowen",2020,"Female",1828.86666666667,"Juvenile",0,5.06208530835246e-05,"Elowen"
"End",2020,"Male",1328.52631578947,"Adult",1,0.000382162471497674,"End"
"End",2020,"Male",1058.36842105263,"Juvenile",0,0.000267940536809221,"End"
"Erin",2020,"Female",2848.9,"Adult",1,0.00038171190219149,"Erin"
"Erin",2020,"Female",2581.22222222222,"Juvenile",1,0.000327557619738798,"Erin"
"Ethel",2020,"Female",3221.5,"Adult",0,0.000197158875500762,"Ethel"
"Everett",2020,"Male",1323.92307692308,"Adult",1,0.000305612310277463,"Everett"
"Everett",2020,"Male",1049.23529411765,"Juvenile",0,0.00014378201102067,"Everett"
"Evi",2020,"Female",1956.69565217391,"Adult",0,0.000239507546958487,"Evi"
"Falbala",2020,"Female",601,"Adult",0,0.000149303943295462,"Falbala"
"Falbala",2020,"Female",330.55,"Juvenile",0,5.42121867295351e-05,"Falbala"
"Fedora",2020,"Female",1132,"Adult",0,3.77755839946236e-05,"Fedora"
"Fedora",2020,"Female",846.55,"Juvenile",0,1.42025723730865e-05,"Fedora"
"Feta",2020,"Female",53.2380952380952,"Adult",0,1.20970495224397e-05,"Feta"
"Fils",2020,"Male",376.363636363636,"Adult",1,0.000271231390656845,"Fils"
"Fils",2020,"Male",150.173913043478,"Juvenile",0,0.000296351491920981,"Fils"
"Finn",2020,"Male",1284.78260869565,"Adult",0,3.6327752569473e-05,"Finn"
"Finn",2020,"Male",1019.6875,"Juvenile",0,5.65148224779452e-05,"Finn"
"Fitz",2020,"Male",703.75,"Adult",0,0.00013421500141504,"Fitz"
"Fitz",2020,"Male",750.454545454545,"Adult",1,0.000155863122541076,"Fitz"
"Fitz",2020,"Male",471.375,"Juvenile",0,0.000193188480171624,"Fitz"
"Flirty",2020,"Female",2241.38461538462,"Adult",0,4.92852062011382e-05,"Flirty"
"Flirty",2020,"Female",1953,"Juvenile",0,3.16247044605972e-05,"Flirty"
"Flocon",2020,"Female",380.65,"Adult",0,0.000134495687074952,"Flocon"
"Flocon",2020,"Female",120.818181818182,"Juvenile",0,4.01757473644131e-05,"Flocon"
"Frodo",2020,"Male",283,"Adult",0,0.000327947126754159,"Frodo"
"Frodo",2020,"Male",326,"Adult",1,7.46152948024304e-05,"Frodo"
"Frodo",2020,"Male",55.6428571428571,"Juvenile",0,0.000212182831980135,"Frodo"
"Furrow",2020,"Male",332,"Adult",0,4.81070868197499e-05,"Furrow"
"Furrow",2020,"Male",394,"Adult",1,5.1203385751332e-05,"Furrow"
"Furrow",2020,"Male",99.3333333333333,"Juvenile",0,3.70637741313281e-05,"Furrow"
"Galao",2020,"Male",411.5,"Adult",1,8.33819136275481e-06,"Galao"
"Gideon",2020,"Male",974,"Adult",0,3.34324982475372e-05,"Gideon"
"Gideon",2020,"Male",1047.2,"Adult",1,0.000303715529087409,"Gideon"
"Gideon",2020,"Male",748.375,"Juvenile",0,8.28639019879759e-06,"Gideon"
"Gina",2020,"Female",302.555555555556,"Adult",0,7.38462757568743e-05,"Gina"
"Gina",2020,"Female",236,"Juvenile",0,7.91470222858246e-05,"Gina"
"Ginger",2020,"Female",929.666666666667,"Adult",0,0.000290969604702137,"Ginger"
"Ginger",2020,"Female",1003.875,"Adult",1,0.000104549390659409,"Ginger"
"Ginger",2020,"Female",710.8,"Juvenile",0,9.05648770990818e-05,"Ginger"
"Glordarina",2020,"Female",1319.29411764706,"Adult",0,5.83168944164435e-05,"Glordarina"
"Glordarina",2020,"Female",1046.08333333333,"Juvenile",0,6.54938324515443e-05,"Glordarina"
"Goblin",2020,"Female",1444,"Adult",0,0.0003402941646757,"Goblin"
"Goblin",2020,"Female",1155.3,"Juvenile",0,0.000188037713706948,"Goblin"
"Gotham",2020,"Male",315,"Adult",0,3.49119958082103e-05,"Gotham"
"Gotham",2020,"Male",97.3846153846154,"Juvenile",0,1.7776614672301e-05,"Gotham"
"Gouda",2020,"Female",52.0909090909091,"Juvenile",0,8.12423899167495e-05,"Gouda"
"Granit",2020,"Female",1408.9,"Adult",0,0.000377612555660791,"Granit"
"Granit",2020,"Female",1178.66666666667,"Juvenile",0,0.000341368331178841,"Granit"
"Gretel",2020,"Female",3238.69230769231,"Adult",0,4.47349340114043e-05,"Gretel"
"Grey",2020,"Female",1046.65517241379,"Adult",0,0.000173020306436922,"Grey"
"Grey",2020,"Female",778.25,"Juvenile",0,0.000183634170194046,"Grey"
"Gris",2020,"Female",414.64,"Adult",0,0.000133450967111831,"Gris"
"Gris",2020,"Female",157.4,"Juvenile",0,0.00017923702603475,"Gris"
"Hakuna",2020,"Female",1971,"Adult",1,0.000124534363760607,"Hakuna"
"Hazelnut",2020,"Female",982,"Adult",0,6.84730833939517e-05,"Hazelnut"
"Hazelnut",2020,"Female",1029.5,"Adult",1,6.95193866067164e-05,"Hazelnut"
"Hazelnut",2020,"Female",743.75,"Juvenile",0,2.18103192772709e-05,"Hazelnut"
"Hazza",2020,"Male",2547.48,"Adult",0,0.000226575379338498,"Hazza"
"Hazza",2020,"Male",2291.93333333333,"Juvenile",0,0.000105735428663715,"Hazza"
"Hippo",2020,"Male",2966.08823529412,"Adult",1,0.000274569353726375,"Hippo"
"Hippo",2020,"Male",2699.54545454545,"Juvenile",1,0.000294448941508374,"Hippo"
"Honey",2020,"Female",642,"Adult",1,4.53663304331018e-05,"Honey"
"Honey",2020,"Female",344.25,"Juvenile",0,7.98066553559437e-05,"Honey"
"Jane",2020,"Female",1356.75,"Adult",1,2.78096860316205e-05,"Jane"
"Jane",2020,"Female",1050.76923076923,"Juvenile",1,5.77394892478736e-05,"Jane"
"Jany",2020,"Female",1109.31818181818,"Adult",1,0.000126363735163424,"Jany"
"Jany",2020,"Female",830.363636363636,"Juvenile",0,3.69736787962912e-05,"Jany"
"Judy",2020,"Female",3221.5,"Adult",0,7.5635188525307e-05,"Judy"
"Julien",2020,"Female",98.6666666666667,"Adult",1,7.93462352132561e-05,"Julien"
"Julien",2020,"Female",40.0666666666667,"Juvenile",1,8.22065896760375e-05,"Julien"
"Juno",2020,"Female",2218.38709677419,"Adult",1,0.000300807121718119,"Juno"
"Juno",2020,"Female",1948.66666666667,"Juvenile",0,9.76747103907428e-05,"Juno"
"Juno",2020,"Female",1964,"Juvenile",1,0.000107556631267646,"Juno"
"Kaa",2020,"Female",3497.75,"Adult",1,4.11338989873845e-05,"Kaa"
"Kaa",2020,"Female",3214.63636363636,"Juvenile",1,9.29300576481109e-05,"Kaa"
"Kalel",2020,"Male",1318.8,"Adult",0,9.17591046866221e-05,"Kalel"
"Kalel",2020,"Male",1041.5625,"Juvenile",0,1.87679918657825e-05,"Kalel"
"Kapiti",2020,"Female",55,"Adult",0,9.6864353168579e-05,"Kapiti"
"Kapiti",2020,"Female",30.75,"Juvenile",0,0.000100588607810265,"Kapiti"
"Kein",2020,"Male",360.421052631579,"Adult",0,2.73610461833503e-05,"Kein"
"Kiara",2020,"Female",2876.25,"Adult",1,0.000343167376022663,"Kiara"
"Kiara",2020,"Female",2631,"Juvenile",1,0.000308518925411197,"Kiara"
"Klarrisa",2020,"Female",926,"Adult",0,1.01721581374945e-05,"Klarrisa"
"Klarrisa",2020,"Female",990,"Adult",1,5.70223776799066e-05,"Klarrisa"
"Klarrisa",2020,"Female",695.75,"Juvenile",0,5.68760350187646e-05,"Klarrisa"
"Krypton",2020,"Male",1088.6,"Adult",0,7.51154124864928e-05,"Krypton"
"Krypton",2020,"Male",845.3,"Juvenile",0,3.20081868127612e-05,"Krypton"
"Kupa",2020,"Female",393.0625,"Adult",0,7.28016250771143e-05,"Kupa"
"Kupa",2020,"Female",110.909090909091,"Juvenile",0,9.15156528162963e-05,"Kupa"
"Lagertha",2020,"Female",1462.81818181818,"Adult",0,0.000222120566846112,"Lagertha"
"Lagertha",2020,"Female",1193.71428571429,"Juvenile",0,0.000252308745636589,"Lagertha"
"Laurel",2020,"Female",964.5,"Adult",0,0.00028345523992515,"Laurel"
"Laurel",2020,"Female",752.15,"Juvenile",0,6.34207777878258e-05,"Laurel"
"Lavender",2020,"Female",2579,"Juvenile",1,0.000208028476557572,"Lavender"
"Layla",2020,"Female",47,"Adult",0,4.32842382828129e-05,"Layla"
